Event date,Group,Q,Q/A
1980-01-01,15G/02H,6.03,9.939248625507172
1980-01-02,15G/02H,5.8,9.56013963979131
1980-01-03,15G/02H,5.57,9.181030654075448
1980-01-04,15G/02H,5.39,8.884336665254338
1980-01-05,15G/02H,5.21,8.587642676433228
1980-01-06,15G/02H,5.04,8.30743168699107
1980-01-07,15G/02H,4.74,7.812941705622552
1980-01-08,15G/02H,4.57,7.532730716180394
1980-01-09,15G/02H,4.49,7.40086672114879
1980-01-10,15G/02H,4.24,6.988791736675026
1980-01-11,15G/02H,4.04,6.659131749096016
1980-01-12,15G/02H,3.89,6.411886758411757
1980-01-13,15G/02H,3.77,6.21409076586435
1980-01-14,15G/02H,3.77,6.21409076586435
1980-01-15,15G/02H,3.77,6.21409076586435
1980-01-16,15G/02H,5.12,8.439295682022673
1980-01-17,15G/02H,4.41,7.2690027261171855
1980-01-18,15G/02H,4.04,6.659131749096016
1980-01-19,15G/02H,4.09,6.741546745990767
1980-01-20,15G/02H,4.3,7.0876897329487285
1980-01-21,15G/02H,4.17,6.873410741022372
1980-01-22,15G/02H,4.01,6.609682750959164
1980-01-23,15G/02H,4.08,6.725063746611817
1980-01-24,15G/02H,3.89,6.411886758411757
1980-01-25,15G/02H,3.74,6.1646417677275
1980-01-26,15G/02H,3.7,6.0987097702116975
1980-01-27,15G/02H,3.51,5.785532782011637
1980-01-28,15G/02H,3.33,5.488838793190528
1980-01-29,15G/02H,3.3,5.439389795053676
1980-01-30,15G/02H,3.23,5.324008799401022
1980-01-31,15G/02H,5.73,9.444758644138657
1980-02-01,15G/02H,4.3,7.0876897329487285
1980-02-02,15G/02H,4.04,6.659131749096016
1980-02-03,15G/02H,3.85,6.345954760895956
1980-02-04,15G/02H,3.77,6.21409076586435
1980-02-05,15G/02H,3.34,5.505321792569478
1980-02-06,15G/02H,3.74,6.1646417677275
1980-02-07,15G/02H,3.62,5.966845775180093
1980-02-08,15G/02H,3.55,5.851464779527439
1980-02-09,15G/02H,4.67,7.697560709969899
1980-02-10,15G/02H,4.15,6.840444742264472
1980-02-11,15G/02H,3.77,6.21409076586435
1980-02-12,15G/02H,3.77,6.21409076586435
1980-02-13,15G/02H,3.74,6.1646417677275
1980-02-14,15G/02H,3.62,5.966845775180093
1980-02-15,15G/02H,5.39,8.884336665254338
1980-02-16,15G/02H,7.87,12.972120511234069
1980-02-17,15G/02H,6.91,11.389752570854817
1980-02-18,15G/02H,6.41,10.565602601907292
1980-02-19,15G/02H,7.06,11.636997561539076
1980-02-20,15G/02H,6.56,10.812847592591549
1980-02-21,15G/02H,5.98,9.856833628612419
1980-02-22,15G/02H,5.71,9.411792645380755
1980-02-23,15G/02H,5.25,8.653574673949029
1980-02-24,15G/02H,5.04,8.30743168699107
1980-02-25,15G/02H,4.74,7.812941705622552
1980-02-26,15G/02H,4.53,7.466798718664592
1980-02-27,15G/02H,4.36,7.186587729222433
1980-02-28,15G/02H,4.2,6.922859739159224
1980-02-29,15G/02H,4.32,7.120655731706631
1980-03-01,15G/02H,4.3,7.0876897329487285
1980-03-02,15G/02H,5.79,9.543656640412358
1980-03-03,15G/02H,5.73,9.444758644138657
1980-03-04,15G/02H,4.57,7.532730716180394
1980-03-05,15G/02H,4.32,7.120655731706631
1980-03-06,15G/02H,4.08,6.725063746611817
1980-03-07,15G/02H,4.33,7.137138731085581
1980-03-08,15G/02H,4.04,6.659131749096016
1980-03-09,15G/02H,3.89,6.411886758411757
1980-03-10,15G/02H,3.74,6.1646417677275
1980-03-11,15G/02H,3.59,5.9173967770432405
1980-03-12,15G/02H,3.48,5.736083783874785
1980-03-13,15G/02H,3.33,5.488838793190528
1980-03-14,15G/02H,3.19,5.25807680188522
1980-03-15,15G/02H,3.42,5.637185787601082
1980-03-16,15G/02H,3.26,5.373457797537873
1980-03-17,15G/02H,3.12,5.142695806232566
