Event date,Group,Q,Q/A
1980-01-01,13F/04H,11.22,23.99447442817067
1980-01-02,13F/04H,10.92,23.352910940786423
1980-01-03,13F/04H,10.33,22.091169415597413
1980-01-04,13F/04H,9.75,20.850813339987877
1980-01-05,13F/04H,8.9,19.033050125732526
1980-01-06,13F/04H,8.34,17.83546494928194
1980-01-07,13F/04H,8.07,17.25805781063612
1980-01-08,13F/04H,7.54,16.12462898292396
1980-01-09,13F/04H,7.28,15.568607293857617
1980-01-10,13F/04H,7.02,15.012585604791271
1980-01-11,13F/04H,6.76,14.456563915724928
1980-01-12,13F/04H,6.51,13.92192767623806
1980-01-13,13F/04H,6.26,13.387291436751191
1980-01-14,13F/04H,6.26,13.387291436751191
1980-01-15,13F/04H,6.26,13.387291436751191
1980-01-16,13F/04H,6.39,13.665302281284363
1980-01-17,13F/04H,6.27,13.408676886330666
1980-01-18,13F/04H,5.77,12.339404407356927
1980-01-19,13F/04H,5.9,12.617415251890101
1980-01-20,13F/04H,6.26,13.387291436751191
1980-01-21,13F/04H,6.02,12.874040646843797
1980-01-22,13F/04H,6.47,13.83638587792016
1980-01-23,13F/04H,7.81,16.702036121569776
1980-01-24,13F/04H,7.28,15.568607293857617
1980-01-25,13F/04H,7.02,15.012585604791271
1980-01-26,13F/04H,6.51,13.92192767623806
1980-01-27,13F/04H,6.76,14.456563915724928
1980-01-28,13F/04H,6.51,13.92192767623806
1980-01-29,13F/04H,6.26,13.387291436751191
1980-01-30,13F/04H,6.26,13.387291436751191
1980-01-31,13F/04H,10.09,21.577918625690018
1980-02-01,13F/04H,7.68,16.424025277036606
1980-02-02,13F/04H,6.77,14.477949365304404
1980-02-03,13F/04H,6.26,13.387291436751191
1980-02-04,13F/04H,6.02,12.874040646843797
1980-02-05,13F/04H,5.54,11.84753906702901
1980-02-06,13F/04H,5.3,11.334288277121615
1980-02-07,13F/04H,5.3,11.334288277121615
1980-02-08,13F/04H,5.3,11.334288277121615
1980-02-09,13F/04H,8.98,19.204133722368322
1980-02-10,13F/04H,8.95,19.139977373629897
1980-02-11,13F/04H,6.67,14.264094869509657
1980-02-12,13F/04H,6.25,13.365905987171717
1980-02-13,13F/04H,6.25,13.365905987171717
1980-02-14,13F/04H,6.25,13.365905987171717
1980-02-15,13F/04H,10.26,21.94147126854109
1980-02-16,13F/04H,15.74,33.660697638093254
1980-02-17,13F/04H,12.15,25.98332123906182
1980-02-18,13F/04H,10.87,23.245983692889048
1980-02-19,13F/04H,10.98,23.481223638263273
1980-02-20,13F/04H,10.87,23.245983692889048
1980-02-21,13F/04H,9.76,20.872198789567353
1980-02-22,13F/04H,9.43,20.166478953444685
1980-02-23,13F/04H,8.49,18.15624669297406
1980-02-24,13F/04H,7.94,16.98004696610295
1980-02-25,13F/04H,7.38,15.782461789652363
1980-02-26,13F/04H,6.54,13.986084024976483
1980-02-27,13F/04H,6.25,13.365905987171717
1980-02-28,13F/04H,6.54,13.986084024976483
1980-02-29,13F/04H,6.82,14.584876613201777
1980-03-01,13F/04H,5.95,12.724342499787475
1980-03-02,13F/04H,6.08,13.002353344320646
1980-03-03,13F/04H,7.93,16.958661516523474
1980-03-04,13F/04H,6.24,13.344520537592242
1980-03-05,13F/04H,5.67,12.125549911562182
1980-03-06,13F/04H,5.37,11.483986424177939
1980-03-07,13F/04H,5.52,11.80476816787006
1980-03-08,13F/04H,5.22,11.163204680485816
1980-03-09,13F/04H,5.07,10.842422936793698
1980-03-10,13F/04H,5.07,10.842422936793698
1980-03-11,13F/04H,4.76,10.179473999829979
1980-03-12,13F/04H,4.46,9.537910512445738
1980-03-13,13F/04H,4.46,9.537910512445738
1980-03-14,13F/04H,4.46,9.537910512445738
1980-03-15,13F/04H,4.46,9.537910512445738
1980-03-16,13F/04H,4.46,9.537910512445738
1980-03-17,13F/04H,4.15,8.87496157548202
1980-03-18,13F/04H,3.51,7.5062928023956355
1980-03-19,13F/04H,3.26,6.971656562908767
1980-03-20,13F/04H,4.15,8.87496157548202
1980-03-21,13F/04H,4.4,9.40959781496889
